,sentiment,text
745,0,hot compress not rily workng for pulled muscle  gng to bed good night
746,0,have an invite for quothealthy diningquot session at ashok hotel today with exec chef rchopra but damn workload  will have to skip it 
747,0, im so sorry to hear about your dog wishing you happier days to come
748,0, i miss em too 
749,0, cool  i have no tweet apps  for my razr 2
750,0,im off too bed i gotta wake up hella early tomorrow morning 
751,0,still procrastinating i hate organizing my clothes  theres just so much
752,0,just been playing with the new mobbler v040 and it adds some great new features but wont play music on my e71 like v035 did 
753,0, oh but theres one bestie missing 
754,0, time to come back to flawda for double dates no seriously im sorry to hear that 
755,0,im up way to late to be working for a client 1210 am  fb
756,0,bleggh i have to go to work 
757,0,back at work   john muir dr 
758,0, i emailed you yesterday and u never responded 
759,0,its going to be a long year for as fans 
760,0,just got done watching the new house episodedefinitely one of the saddest episodes ever 
761,0,man taxes suck  im horrified that i did something wrong on them  turbotax decided to keep around a lot of the stuff i turned off  
762,0,sleep time  tomorrow is gonna suck 
763,0,wtf not kutner  oh im so pissed  house  i mean really wtf 
764,0, i know i dont know why i said that 
765,0,cash rules everything around me 
766,0,just picked up some oats from the market to eat for breakfast with my boy  now time to do work at usc late night 
767,0,i feel sick  too much icecream
768,0,  this computer doesnt have shockwaveblah  no account yet
769,0, aw wish i could go but its in sydney 
770,0, hahaha suriously i feel like everyone knows this show is a joke except lc 
771,0,i just cant spell today i totally suck 
772,0,are you vaccinated against chickenpoxshould i vaccinate my 3 yr oldi am so confused about this damn thing 
773,0, school  at least last day
774,0,yawn gotta get up early tomorrow  whos ready for the weekend
775,0,i miss being at home for calving seasonsad that black one died this morning  wish i had some bottle calves
776,0, i so sorry for your loss my brother dog sam is sick wcushings disease 
777,0,back to work i get to spend the next 8 hours alone in the dispatch room 
778,0,theres a new kind of starburst favereds sounds fab bc cherry and strawberry are my fav reds but they added watermellon and its yucky 
779,0,well so much for being productive on my 2 days off from angels 
780,0, oh gee  insomnia sucks have you tried melatonin
781,0, good to hear that we have support in netbeans but then its netbeans you know 
782,0, i wish we would get it the same time at the rest of world unfornately i am in cairo and have to wait for mtva to play it 
783,0,heartbroken over little sandra prayers are with the family 
784,0, im at 900 words its all can do  ill finish tomorrow maybe
785,0, how come ur background covers the screen but mine is in the corner 
786,0,wrote exactly three lines of dialogue tonight then gave up 
787,0, my only complaint about facebook is theyve changed it so much its confusing 
788,0,sliced my finger 
789,0,going thru town and traffic on bypass is stink 
790,0,ugh cant sleep  wish i had a good cuddle to  make me ass out 
791,0,i hate when software update downloads updates without telling me i never know whats downloading when it is 
792,0,went to ihop again great for a diet at least there were no kung foo pancakes this time rachel
793,0,the internet is hating me night i spose 
794,0, im so jealous  i missed all of opening day this year 
795,0,its so cruel having to wait for reviews to come in  so far it looks like star trek will be the best film of the year
796,0,debating if i should just shower now so i can sleep a little later tomorrow 
797,0,my stress always culminates with physical pain  
798,0,need to sleep but cant 
799,0,my little pinky finger hurts so much 
800,0, im sorry your gift card ran out that suck 
801,0,home for spring break no one is home tho 
802,0,i accessed oneindiamobi from a google phone android it doesnt support indic languages 
803,0,why does school take over your life so much you dont get sleep anymore   i am still doing school work and have more to do as well
804,0, aw i wish i could i cant really speak to my yia yia because she doesnt speak english 
805,0, no free comp lol 
806,0,getting ready to clean the house from top to bottom 
807,0,crying  my friend is moving away tomorrow 
808,0, stop nomnoms you didnt share  night peoples
809,0,thinks she is getting a cold that she caught from daddy  oh no my trip would be ruined 
810,0, yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore im gonna miss him 
811,0,so the procrastination starts early in the quarter i dont want to read and write a paper 
812,0,what apparently its 52 degress at 11pm in washington state i miss winter already 
813,0,being bored at homee 
814,0,massage was great i just spilled coke all over my desk  lame watching the simpsons as ive finished all my hills dvds
815,0,carter i will wait for you at fanclub chat even tough youre not my favorite 
816,0,has a mild left inner ear infection and its got this irritating quotblockedquot feeling since sunday 
817,0, hey there nope my cuteness  is away for awhile 
818,0,its only tuesday 
819,0,haha not even yo i just didnt know how to do that  to you on twitter  haha
820,0,someones alarm clock or a phone woke me up at 3amstill got my headache from yesterday night 
821,0, aw poor puppy is she ok 
822,0,i might break down and eat some buffalo wings tomorrow 
823,0,sittin here wkayla i really really realy dislike having a brother  he doesnt know when to stop im waiting for the day when one of
824,0,fed bokkie too many birthday treatssicko 
825,0,s kinda bummed an agency just told me that i didnt have the look that they were going for ladies please help me create the look 
826,0,work laptop is officially dead  not happy at all 
827,0,my goodness its freezing down here  
828,0, why do you put up with him  you should listen to your mom 
829,0,is stucked in paris and cant even travel into france for work 
830,0, i dont think theres one close by last time i checked the closest one was 70 miles away 
831,0,and back to my literature review  at least i have a friendly cup of coffee to keep me company
832,0,i am worried that i wont get my 900 even though i paid a buttload of tax last year  
833,0,okay so still no school 
834,0,is phoneless  now off too sleep
835,0,reeked of alcohol at the dentist this morning  was drunk when i put on my tshirt realised it had a huge stain dentist looked disgusted 
836,0,it is really cold 
837,0,cant sleep  she wants to dream
838,0,cant sleep  i hate these nights when i try to go to bed early and stay awake for hours poo
839,0, yeah too bad people like a certain burritoeating man exist 
840,0,  thats sad
841,0,just found out that my mum  and my adopted auntie are on twitter check them out my mum is tessm64 and my awesome as auntie is tania38
842,0,cannot sleepwide awakeand i gotta go to work later too boy am i going to have a crappy day 
843,0,struggling with eam law 
844,0,why cant i sleep like her  
845,0,bouts to start 24 poor linny couldnt keep her eyes open  she tired and has to work tomorrow morning night 
846,0,my 4 year old 18 year old is driving me around the twisti dont want to be like this 
847,0,well that sucked 
848,0,i have to be out of my place in 3 daysany help i can get packingpaintingcleaning is much appreciated oh and rip my wall  
849,0,opening a partially frozen beer beer on the toaster under the oven and all over the counter the kitchen smells like we run a speakeasy 
850,0, no  i dont even know how to ride it
851,0, sadly yes i think i need counciling now 
852,0,making myself ready for schooldont feel like going but have two tests 
853,0,smugness gone my train also failed to turn up so im heading for victoria followed by an unpleasant tube ride to the city 
854,0,anybody know where my ipod went 
855,0,aww this earthquake in italy has made me sad  just saw the pics on the news its terrible
856,0, never been able to afford to get them out id much rather go through the extraction than continue with what i deal with now 
857,0, why do other pet care people try to run others out of business or send suspicious emails fishing for info
858,0, lt33 codeztheyve been mia tho 
859,0, doesnt work on my cell  go to sleep p
860,0,its going to be nice again tomorrow and then the rain comes back no nice weather for my birthday 
861,0, rock band is hardon expert 
862,0, roomie was home all day all he had to do was scratch at the door comforter has to goto large laundromat machines 
863,0,one of the hardest thing with this schedule no one i can chat with at the end of my day usually 
864,0,they killed off a character on one of my favorite shows and now im upset 
865,0,jealous of my friends who got to see the new star trek film in austin tonight 
866,0,listening to q i got a really bad headache and a drivin lesson in ten mins lucky me  i just wana slep  
867,0,buscemi shut up youi am hungry and in britain home of the most boring suckassy breakfast in the world  i miss dennys
868,0,good morning everybody pkoi y fais pas beau  bon coffee time
869,0,work again 
870,0,essay time 
871,0, hey did u talk to mom r they home yet i hope they r ok wish i was coming home 4 easter 
872,0, i sure wish i could go with you guys tmrw but as per usual school interferes 
873,0, say what kal penns leaving house no aw i totally missed it tonight 
874,0,no i lost a loyal 
875,0,played another hand very bad and lost half my stack 
876,0,its 620pm  early days in a long night at work 
877,0, its sad its the last season  i wanna see when spencer calls lauren
878,0,so im done editing quotthe phipstapequot back 2 crack a brew and see what we got no trees though 
879,0, i dont know what half of that means 
880,0,homework homework homework 
881,0,worked his heart out today doubling my weight at each station result stiff and pulled muscles ouch 
882,0, now i feel bad for unfollowing 
883,0,so tired god i hate the new job and only two days in 
884,0,sad about kutner being killed off my fav show house 
885,0,happy for coach stringer hof co 2009now if i can only finish my term paper on her 
886,0,i feel like shit this is not the way i want to spend my birthdays eve 
887,0,so far i have 311 on all my sites put together  most of them were me checking out the updates i made
888,0,has a lot on her mind i needs to make some moneys and ideas nowhere is hiring 
889,0, miss you 
890,0, im so sorry to hear about your dog 
891,0,too much internet how it plagues me 
892,0,i miss my ex soo much 
893,0,sodding m25 
894,0,oh i thought the pirate bay trial verdict was today s apparently its in 10 days 
895,0, call me back 
896,0,is in study hall now and i will log off immediately  
897,0,it so tired that im crying for no reason at all im about to try to get an hour and a half in for tonight half what i got last night 
898,0,i totally have like  four girl options and none of them seem viable 
899,0,so far i have 311 veiws on all my sites put together  most of them were me checking out the updates i made
900,0,listening to bjorks all is full of love crying 
901,0,omg the hills then i love money2 aww i think becky buckwild goes 
902,0,is craving for some tantan nabe  
903,0,cmon sean man 
904,0,watching quota league of their ownquotmakes me miss mint chocolate ice cream cones and my grand ma  fuck
905,0,lost my phone some wheremaybe in the grass its just so long hope it doesnt rain 
906,0, hope you arent referring to me  say hello to your new stalker lol
907,0, why were u sleeping ur gonna be up all night now  how was ur bike ride
908,0, but but but   i wanna listen to the masters too  
909,0, ive been looking about for good stuff to write but also been doing loads of uni work 
910,0,i feel unloved dropped 2 tweeters 
911,0,off to london for the day on thursday its gonna be raining oh fab  wont see much on the london eye still robbie wont care bless him
912,0,completely wiped and reloaded the 8900 lost all bbm contacts going to bed sad
913,0, say wha i wasnt invited 
914,0,didnt sleep too bad considering i have a workshop starting today beginnings of a sore throat though 
915,0, oh my gosh that made me emotional haha idk why i dont want to get old 
916,0,were going to post some stories manually due to twitterfeed problem thats why weve been so quiet lately  
917,0,i dont like lukewarm showers 
918,0,  who should i contact if i need a 1099 for freelance work i did on linuxcom throughout 2008 never got one 
919,0, connor its me febi  are you really really mad at me
920,0,need some help want to buy a macbook pro but still inlove with my old powerbook 
921,0, man america is so  borez anyway lol i just realized you sent me msgs on here i had no idea i have no flash 
922,0,  gknight lovely ladies im sleepy now 
923,0,does anybody know how to get your electrolytes back in order with a vitamin work i feel sick 
924,0,  yes someone hasnt been reading my posts properly  
925,0,almost through with my italian homework  we now if i only understood what i was doing  
926,0,who turned the lights on it will be time to get ip then 
927,0, twitter hates us both then  
928,0,i hate the fact that im genuinely excited about my last tweet 
929,0, i cant sleep either 
930,0, between that and the italy earthquake its been a very sad news day 
931,0, all rain today   garden really needs it so not quite so bad
932,0,yawn yawn yawn 10 more minutes in bed 
933,0, ouch  sounds very sucky 
934,0, great idea with the itunes promo codes  they dont work in the uk itunes store though 
935,0,  cry 
936,0, an empty rum barrel is a sad rum barrel shakes head the horror the horror  
937,0,it was a sleepless night 
938,0, she admitted to being a fake  
939,0,  i love chutney
940,0,got highly bored today scanning 24 pages for daddy had to do it 
941,0, you cooked risotto without me 
942,0,keri  i really have nothing better to do then post on this thing at 224amwonderful says alot
943,0,yay for baseball season boo to yankees losing their first game 
944,0,lost sucks   because i have to work today
945,0,omg exams killed me  how could i not know the difference between haif a circle and a hemisphere lt3 gt
946,0,in bed i suddenly feel  i wish ma was here wme goodnight twitterfam
947,0, i dont like goodnights 
948,0,great my lappy wont turn on  wtf
949,0,  you stuck in traffic then my journey was traffic free this morning if its any help
950,0,lookin like an allnighter i hate it when i do this to myself 
951,0, youre a stranger 
952,0,debbugging old vb6 code the day could have started better     
953,0, only a quarter of a percent babe  darn
954,0,coming down with a cold or bad allergies either way im miserable 
955,0,cant believe cutner is dead on house sad day  in santa rosa ca 
956,0,damnit i was really digging this season of reaper  
957,0,gah comcast doubled our cableinternet bill wout telling us so we are quitting  can anyone suggest an affordable company in bay area
958,0,another early morn with the duchess although she hadnt managed to cross her legs this time 
959,0, you left without saying hi 
960,0,l want but i cant sleep 
961,0, when an xbox shows those three red lights it means its dead and needs to be fixed for a month at microsoft hq 
962,0,a king sized bed is nice but sad and lonely with no hubby puppy or kitty i am over this whole conferenceing thing
963,0,im boredd gah  i wish i could just sleep and get it over with but ive had to muchh cofe  bahaha
964,0, if i may butt in again  im done being nosey  sorry your conversation was just so interesting
965,0,robinson  you fell off my listdid i offend you  
966,0,18 weeks till sisters home i missed her call again its the worst feeling in the world 
967,0,gonna try to get some sleep in this hotel room 
968,0, brilliant idea just bring as much as you think youll spend amp ill swap you bring a brolly 
969,0, get me an autograph and shout out you have to record it though my computer is dead so i cant listen 
970,0,rt  khloe just got fired from the apprentice 
971,0,in biology class my lip hurts 
972,0,sorry for the next tweet 
973,0,grr not down to go to school today 
974,0, i had to get an hd tivo and just got it set up tonight in order to get channels 40  59 
975,0, i asked everyone how they were doing yesterday and not a single tweet back 
976,0, ruddy money i like it still waiting here oh what a surprise by state too hm seriously 
977,0,penn i am so sad  kutner was my favorite of the new team
978,0, wow i didnt get an quothelloquot u suck 
979,0,bedtime school tomorrow and i still have no books  being broke sucks
980,0,seating here helping my baby with his paperswell he is forcing me too seat with him  im sleepy
981,0,synching my contacts from my old mobile to iphone import does not work well 
982,0,i cant concentrate 
983,0,ive just spent 1 hour to enter all the bureaucratic nonsense for march what a waste of my time 
984,0,nw more confused then ever 
985,0,not feeling well again stupid migraine making my tummy upset  and my whole body aches shoot me now
986,0,reading buyology before bedtime great premise but only turning out to be an quotokquot book  lots of info i already knew 
987,0,home i really wana sleep but due to wasting my free line in town i have an assignment to finish 
988,0, i also send some updates in plurk but i upload photos on twitter  you didnt see any of my updates on plurk zero 
989,0,omg quotthe readerquot is making me 
990,0, doh at least youre getting a decent exchange rate at the moment sterling is still getting flogged 
991,0,tried to download tweetdeck but it wont download 
992,0,theres an inch of snow on the ground and counting im worried about the poor flowers 
993,0, why arent you a happy camper 
994,0, thanks man  im so very grateful  i feel unworthy of such attention though because im in this because of myself 
995,0,wolfe  i miss u too im totally comin back tho lastnight was so much fun
996,0, oh i love it ps im sad we didnt get to hang out 
997,0,and somehow i still end up in this place 
998,0, oh that is very sad poor boy 
999,0, tulip27 um that would be a hell no to the fugly poker dog pants on the cruise  hi jonathan sorry i missed you 
1000,0,im doing my homework its gosh darn hard 
1001,0,definitely no vacation for me 
1002,0,study group extraordinare about to leave campussome of torts outline finishedgood thingbut sleepy as hwill be back 7am 
1003,0,why cant airfare go down or why do i have to live in texas i dont know if ill be able to make it to iowa 
1004,0,stricko i found it pretty frustrating stupid monkeys 
1005,0, but im not feeling well mommy 
1006,0, nope im right along wit you 
1007,0,so a murder gotcha  cant believe it
1008,0, im sitting at my house and im so not looking forward to my one class tomorrow 
1009,0,ordered some maternity clothes online which came today i got something strange i didnt order not in my size and stuff is missing 
1010,0, 
1011,0, i wish i could gotta work though 
1012,0, what happened to you on saturday you didnt show up 
1013,0, 
1014,0,cant fall asleep 
1015,0,i have mouth ulcer  so painful to talk and eat 
1016,0, urgh it was just the video and they cut the robots part 
1017,0,my dog cant move anymore praying that he will be okay 
1018,0,penn you were pretty much my favenot much reason to watch now 
1019,0, but thts annoying ampdefinitely not bitchy enough  he def broke like everything in me he prolly doesnt even kno oct 5
1020,0, hahaha dont be like that one time in ny when you got 30 mins of sleep then got sick  love you
1021,0, i cant i have so much to learn about wwi by tomorrow at noon 
1022,0,new post  
1023,0, i am sad about innocent selling out too 
1024,0,dang wont be able to get to any workshops run by web directions 
1025,0, goodness me how did you find me its good to hear from you ben i still have your video game and booki apologize 
1026,0,jap girls  theyre leaving 
1027,0,my poor little girl has a bad rash on her bum and isnt feeling good 
1028,0, yes we had the vhs i cried when the old man died 
1029,0,argh got up early for girls aloud on freshly squeezed and it was just the video 
1030,0,travian total cost of the atk for the aggressor 273310 resources all said and done im guessing hes not going to let that slide 
1031,0,waiting for kellys call 
1032,0,mhm not having a good day  blah blah blah
1033,0, i got the i can has chezburger book from the lobo and you are not here to look at it wif me 
1034,0,im trying to work on my last assignment of the year but i just cant get that spark all i want to do is lay in the grass and read 
1035,0, ugh of course not  just thursday and fridaysat i have both kids
1036,0,penn oh my gosh im still emotionally dying at the fact that kutners gone arg  kal ily 
1037,0,  i think i found my faceunfortunately you didnt find yours yet  
1038,0,seeing that shouldnt have made my stomach flip like it did 
1039,0,headache please go away 
1040,0,ind yeah i do i have an application that runs every few minutes to do that but its the addons they conflict all the time 
1041,0,pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent msu 
1042,0,i hate tuesdays 
1043,0, its her quothairquot i cant deal with 
1044,0,feel like im stuck in a rut waiting to hear back from schools is killing me  also decided to take a break from wow for awhile
1045,0,i need new glassesmines is hangnon 1 arm 
1046,0,meat week day 3 tummy hurts every night 
1047,0,why isnt there a quotfakequot verruca on twitter now im sad 
1048,0,on the phone with the bestie than shower confused i dont know what to do 
1049,0, aww poor froofroo this is way too late for you 
1050,0,i miss my 808 fam 
1051,0, she sed puerto rican 
1052,0,  your not thinking of selling are you 
1053,0, yeah i always slow down at the end  also take that i win
1054,0, i wanna go but i am only 20 
1055,0, how i mss the snippet hunwts it of may i aski wanna hear 
1056,0,i know big love true blood and united states of tara have too long of waits between seasons 
1057,0, i wanna go to lamb of god 
1058,0,is sad she has lost her hn arm bandit just disappeared 
1059,0,set my alarm to wake up wanted to speak to my sis in africa on skype  i miss her so much 
1060,0,awh damn my puppy has ticks 
1061,0,house made me sad oh kutner 
1062,0,saffron  why not 
1063,0,why do i keep lookingi know that what i read is gonna hurt but i still look i guess its just a girl thing amp i need to get over him 
1064,0,needs hugssnuggles 
1065,0, saw the one with a gsd covered in them and i could not stop crying i just bawled and bawled 
1066,0,rachel and jessy r making me work out  thanks you guy
1067,0,im wishing i had more time 
1068,0, the only bit that got me really was when he said babs was a bad mum  im sure that hurts her even though shes laughing
1069,0,i am not wanting to go to school tomorrow 
1070,0,used the term quotfail whalequot to a client on a pitch last night from their incomprehension corp twitter is being done much lower in the org 
1071,0, you hate billy now 
1072,0,on a 2day workweekfastforward to thursday please 
1073,0, omg i love that show i would be so mad i feel ur pain im sorry they spoiled it for u 
1074,0,is it possible to die from coughing it sucks being ill 
1075,0,cant believe i have to go all the way to barnes for work todayinstead of a 5minute walk to st johns wood 
1076,0, hahahahahah i can easily make ice milo but its just not the same 
1077,0,why do both of my best friends have to be shitty simultaneously  can u at least take turns hurting my feelings jerks going 2 sleep
1078,0,my art is regressing 
1079,0, i dont know the dance 
1080,0,boo im ok i guess had a hard day 
1081,0,jade is looking for a new home  
1082,0,damn i missed 1111 
1083,0, tweetfinder hates me  and i was having trouble with background on twitterwhat do you think
1084,0, lol yeh ill be studying  stupid uni only 2 more weeks and im on holidays yay plus my birthday next week woot
1085,0, quotsfmta budget proposal hearing tomorrow april 7 at 200 pm city hall room 400 sadly i cannot attendquot me neither 
1086,0,is afraid that her gi notes will not read themselves 
1087,0,sigh rain why did you decide to show up move away you were not invited to the tuesdayparty  this is not the start i hoped for
1088,0,secretgarden i havent gotten any porn spammers  i dont check my followers but havent had any tweets like that
1089,0,somebody is selling the japan only release of my first album on e bay for 25 damn thats it a classic is worth more than that 
1090,0, disqus now integrates conversations on many platforms havent heard abt jskit 
1091,0,and they advertising fake louis bags as 100 authentic on google  im pissed
1092,0,cant sleep  dam naps lol and its hot
1093,0,why do i keep lookingi know that what i read is gonna hurt but i still look i guess its just a girl thing 
1094,0,  i went there about a month and a half ago was still open then smelt really good but i was getting sick 
1095,0,is ready to go to bedlong day tomorrow 
1096,0,job searchingfyi yahoo hot jobs suck  im never going to find a job 
1097,0,no electricity today so no tweets 
1098,0,think can zack tell me how to edit my bioprofile why create a login at a different cos site to get an answer from bt techhelp 
1099,0,morning all starving and dying for a cuppa but cant cos off to docs for fasting blood test in a little while 
1100,0,very tired this morning  no idea why great start to the day 
1101,0,morning all im back from my little break from the computer back to work again today 
1102,0,at mobilityvicorg launch  no grog  nice video from pwc though
1103,0,still no quotfollowersquot please some1 inform me on how this works
1104,0,misses him right now i need a hug 
1105,0,tried to get up earlier todaydidnt work out 
1106,0,omg revisions revisions revisions i feel like i wasted an amazingly beautiful day today doing pointless work 
1107,0,foot is out of commission  ouch running this morning did not helpnot smart
1108,0,about to shower which i hope will wake me up at last oh and the synth experiments yielded nothing last night 
1109,0,is really bored and really sleepyand mad she cant find a custom lanyard maker that wont make me buy 10 minimum 
1110,0, ooh nice but williams sonoma already got to me 
1111,0,ive finally given in now at malaysian restaurant waiting for nasi lemak and teh tarik mereka tak faham bm  
1112,0,waitin 4 the theory test centre 2 open 
1113,0,got woken up this mornng at 7am  damn lorry  van and car accident just outside on our main road also causing car alarms to go off  
1114,0,i think i need to get laid sad revolution i had earlier rofl 
1115,0, that was so sudden 
1116,0,now i want amanita  someone made me feel unliving
1117,0, hahahaha hows your food poisening going has it gone away 
1118,0, havent heard from hannah at all yet its very disappointing 
1119,0,  everything alright
1120,0,is procrastinating i feel ill but dont want to go to bed  
1121,0, gonna try and find a sports bar to watch that at not got a chance though i dont think 
1122,0,wants to go home and watch the hills 
1123,0, i guess im out of funny 
1124,0, aww moe i was planning on leaving tomorrow evening  are you gonna be in town by chance
1125,0,i wanna write but im not cool enough to make up a storyline 
1126,0, agreed love the sound but hates how everyone knows them 
1127,0, no art tomorrow  and nice to see youve joined twitter
1128,0,sigh i think my pms is making my mind totally overanalyse things and making me sad 
1129,0, i had one outside my patio i named him rex then the gardner took him down rip rex 
1130,0,ops just ate a panini from wmart cold that says it needed to be thoroughly cooked it didnt taste raw i die nao from f poisoning 
1131,0,good morning for a very rainy france  no gardening for me today
1132,0,if ever there was a day for staying in bed today is it 
1133,0,got to take cleo to the vets not sure whats wrong with her but shes feeling very sorry for herself 
1134,0,today is day 1 of my fast amp i feel i may break b4 i go 2 bed  i must hold out til the end of the wk must stayed focused wish me luck
1135,0,extremely jealous 
1136,0, oh that sucks  i love the summer set
1137,0, tell it you forgot your password amp it will give you a new one its the only way i can prevent tons of spam 
1138,0,bedtime wake up call at 7am 
1139,0,so glad i made it through work  with an extra hour too and my paycheck  still waiting on the one i lost though 
1140,0,mums been taken to hospital they dont know whats wrong shes been vomiting since yesterday rushing back to get to the hospital 
1141,0,congested nose 
1142,0,cant sleep need to talk to someone 
1143,0, por favor decime ke no estas involucrado en esa pagina nicatrolls theyre the cancer thats killing b 
1144,0,too cold and tired to write good twitter everyone was obeying the cops tonight total dissappointment we were so close 
1145,0,lifee gets worsee ampamp worsee 
1146,0,  i am shuddering and shaking too 
1147,0,sorting brekkie for the kids then off to the horrible place called work boohoo 
1148,0,my condolences to natasha richardsons family 
1149,0, what do dont think ily naw 
1150,0,wheres derrick  
1151,0,needs to stop sleeping all day causes some problems when youre wide awake at 245am 
1152,0,missed todays ellen 
1153,0,i suddenly miss my flintstones vitamin tablets  so god
1154,0, legitimately good cops out there 
1155,0, twitters been doing that to me to 
1156,0, i think i need to go to twitterholics anonymous 
1157,0, we havent heard from her or sha 
1158,0,my heart has been broken 
1159,0,i forgot how to sleep 
1160,0,morning everyone in serious need of some decent coffee why isnt the catering open yet at 0830 
1161,0, im sorry ive failed you 
1162,0, oh wait he does have 1 in oakland on the 18th cant understand why he only has 1 amp in oakland 
1163,0,is missing talking to my bff on da phone 
1164,0,wondering why i am so stupid  need to eat more fish i guess sigh
1165,0,i miss my old friends from elementary ans middle school 
1166,0, please fix this  because it brakes all external twitter avatar searches 
1167,0,looks like ive missed out on yet another job  someone please employ me haha
1168,0, dang ill get house off itunes i hear it was a devastating episode 
1169,0,wow the shout box has kicked me out and i cant get back in i guess this means good night 
1170,0,slideshares embed code is annoying me  sorry about the tiny embed  fail
1171,0, why did my baby have to eat 3 prunes today and now he finally went  my poor baby 
1172,0,iam bored nothing to do 
1173,0,morning all  1st appointment of the day  the dentist  
1174,0, he wrote most of the album but ironically the singles he did not write 
1175,0,someone please take gossip girl away from me im addicted 
1176,0,good night swetdreamss to everyonee and jared never chat in kyte puff 
1177,0,horrible sore throat  hurts
1178,0,time to get dressed i supposegah another workday 
1179,0,not to self licking off pudding from a seafood fork not so enjoyable as slowly licking off of a spoon 
1180,0,all ready to go to the premier and just realized how under dressed i am 
1181,0,it just makes me happy over and over again i wish i want afraid to fly  
1182,0, aw bummerrsorry missed it again 
1183,0,waking up to the sound of jackhammers is not a pleasant way to start the day 
1184,0, im off now 
1185,0, that just totally made my night lmao they were like screaming at me and i couldnt focus on the 900 mph song 
1186,0,nevada is really long and the gas pumps are down but on a good note i just won 5 in a slot machine  i love to gamble
1187,0, nope babys due in 5th may getting closer but still 1001 things not done 
1188,0,headache 
1189,0,is still effing sick  when will i get better ughh
1190,0,still in bed and dont want to do anything else university is callung too loud 
1191,0,seattle is in tents i miss my to peepz tho 
1192,0,it just makes me happy over and over again i just wish i wasnt afraid to fly  
1193,0,erg my tummy hurts 
1194,0,thought it would be interesting to get f1 updates from twitter slightly regretting the decision i cant see anyone elsess updates 
1195,0,ripped switcheasy colors 
1196,0,we failed that song 
1197,0, poor mel feeling your pain
1198,0,ugh still working on project  just taking a small break
1199,0,the one day i have to go to school is the same day something exciting happens at parliament square 
1200,0, shockingly not 
1201,0,today was a less interesting day on twitter     and  were all kind of quiet today 
1202,0, aw thanks i hate being sick 
1203,0,vip guests today quot blohhe i hate it 
1204,0,up early 
1205,0,what the fuck youku  i want to watch skins
1206,0,i forgot my phone in my car but im too scared to go outside and get it 
1207,0,i totally forgot we were going to do fisheye 2night what u doing thursday  btw im so late with the hills lol
1208,0,totally shocked by the episode of house this eveing  lost one of my favorite characters
1209,0, seeing a doctor i hope 
1210,0,didnt pass the first part of the cset  i missed it by 5 effing points
1211,0, the 2g cases were like that but scratches dont void your warrenty dents do as i found out 
1212,0,i have chapped lips boo 
1213,0, ye im not  very sadbut weirdly enough shes lettin me go 2 da party how confusing parents r lol
1214,0, no chance of that coming back when itd be 20 mins faster than the javelins though 
1215,0,bored and lonely 
1216,0,back to classic rainy amsterdam days 
1217,0,feels like crying thats how sick i feel 
1218,0,wench me to i feel like ive been on the verge of an anxiety attack all day  
1219,0,i woke up an hour ago  now im having a hard time going back to bed  in lakewood ca 
1220,0,going to sleep with lily and rocki lt3 johnathon is too busy watching batman movies  
1221,0, sigh me too  mostly i midd hsnging out with my friends damn growing up  p
1222,0, lol i wish i only had bad sync in germany right now where the subtitles dont work at all  lol
1223,0, im sorry maybe walking around all goofy at the store would helphint hint lt3
1224,0, did the heroics ever go through if not sorry 
1225,0,im so tired this morning and there was only cold shower waternot happy 
1226,0,haha ive been with my grandma for 2 days even shes about 5 houses away ill still miss her 
1227,0,clearing my desk 
1228,0,w every person there i didnt get a pic  my phone died but he signed my shirt so amazing words cannot describe shouldve skipped mel lol
1229,0,is crying inside please oh please let it rain  so warm
1230,0, 
1231,0,packing my overnight bag for tomorrow going to the hospital 
1232,0, sigh me too  mostly i miss hsnging out with my friends damn growing up  p oh yeah i miss being able to spell too lol
1233,0, lol  u read my bio but spelt my name wrong darylo  ahem 
1234,0,guten morgen up and off to get ready to go to phantasialand cologne yay but bo last park of holiday 
1235,0,discoteca  i just saw this im sorry 
1236,0,  just reminded me that krispykreme  has landed in msia and has an ugly website 
1237,0,  thats so sad for the goats waahahahahah
1238,0,watching the roadworks develop outside the office thatll make me late for the next 10 weeks  fb
1239,0,at work  w asma3 nawal in fe obeerate alwatan tv
1240,0,i wish i could go 2 bed with out having 2 take an allergy pill 
1241,0, i heard them making announcements trying to find them the mother looked so worried 
1242,0,i have to work alone on saturday anyone wanna come keep me company cough cough
1243,0,ok maybe ill sleep for an hour or two then i must rise to work on my thesis 
1244,0,goodd nightt  sweet dreams to everyonee jared neveerr chat on kyte lol
1245,0, i heard timewarp was fantastic gutted i missed it was playing  egg 
1246,0,wishing it wasnt 245 in the morning  sleeping is awesome work is not and i need to scrub my apt
1247,0, i had that a while back  and i know some other people that have too 
1248,0, hi steven man its only been a week and im already behind on school work 
1249,0, run was great thanks is very windy today so bike ride not an option this morning 
1250,0,0517 yes i did thats a sad topic for me haha i am not going to the concert its very far and probably very expensive  
1251,0,couple of mt texts didnt arrive here 
1252,0,decided to rejoin aerobics cos i know i wont exercise if i dont after paying for it i only have rm3 left in my bag 
1253,0, aw im fine too thanks yeah i miss you so much on the mfc  but hope we can talk later on today  kisses huglove
1254,0, looks interesting but lot of 500 errors on the documentation website 
1255,0,penn you were my favorite  you did an excellent job
